ID,Type,Submit Time,Start Time,End Time,Wait Time,Makespan,Turnaround Time,Status
0,moldable,0,0,71176,0,71176,71176,completed
1,rigid,276,276,23140,0,22864,22864,completed
2,rigid,1054,1054,6306,0,5252,5252,completed
3,rigid,1223,1223,6020,0,4797,4797,completed
4,rigid,1225,1225,6236,0,5011,5011,completed
5,rigid,1228,1228,5240,0,4012,4012,completed
6,rigid,1235,1235,5285,0,4050,4050,completed
7,rigid,1630,1630,5956,0,4326,4326,completed
8,rigid,1630,1630,7044,0,5414,5414,completed
9,rigid,1630,1630,5529,0,3899,3899,completed
10,rigid,1641,1641,4397,0,2756,2756,completed
11,rigid,1942,1942,7076,0,5134,5134,completed
12,rigid,1942,1942,6577,0,4635,4635,completed
13,rigid,4278,4278,5149,0,871,871,completed
14,rigid,4278,4278,5147,0,869,869,completed
15,rigid,4278,4278,5389,0,1111,1111,completed
16,rigid,4900,4900,5205,0,305,305,completed
17,rigid,5332,5332,11740,0,6408,6408,completed
18,rigid,5332,5332,11057,0,5725,5725,completed
19,rigid,5332,5332,9514,0,4182,4182,completed
20,rigid,5332,5332,10836,0,5504,5504,completed
21,rigid,5332,5332,11940,0,6608,6608,completed
22,rigid,5333,5333,9135,0,3802,3802,completed
23,rigid,7455,7455,8204,0,749,749,completed
24,rigid,7478,7478,14347,0,6869,6869,completed
25,rigid,7478,7478,12658,0,5180,5180,completed
26,rigid,7514,7514,10391,0,2877,2877,completed
27,rigid,7678,7678,10688,0,3010,3010,completed
28,rigid,8346,8346,9163,0,817,817,completed
29,rigid,9872,9872,10486,0,614,614,completed
30,rigid,9899,9899,10665,0,766,766,completed
31,rigid,11538,11538,12177,1.81899e-12,639,639,completed
32,rigid,11839,11839,12712,0,873,873,completed
33,rigid,12608,12608,13245,0,637,637,completed
34,rigid,12756,12756,13355,0,599,599,completed
35,rigid,12756,12756,13086,0,330,330,completed
36,rigid,15509,15509,17741,0,2232,2232,completed
37,rigid,15796,15796,17959,0,2163,2163,completed
38,rigid,16178,16178,16930,0,752,752,completed
39,rigid,16555,16555,17560,0,1005,1005,completed
40,rigid,16555,16555,17422,0,867,867,completed
41,rigid,16556,16556,17134,0,578,578,completed
42,rigid,16556,16556,18275,0,1719,1719,completed
43,rigid,17200,17200,17654,0,454,454,completed
44,rigid,17469,17469,17977,0,508,508,completed
45,rigid,17967,17967,18475,0,508,508,completed
46,rigid,18453,18453,18934,0,481,481,completed
47,rigid,18535,18535,19126,0,591,591,completed
48,rigid,19435,19435,21424,0,1989,1989,completed
49,rigid,21611,21611,22196,0,585,585,completed
50,rigid,21758,21758,23167,0,1409,1409,completed
51,rigid,21758,21758,22849,0,1091,1091,completed
52,rigid,22523,22523,23054,0,531,531,completed
53,rigid,22836,22836,23380,0,544,544,completed
54,rigid,23431,23431,25836,0,2405,2405,completed
55,rigid,23431,23431,25952,0,2521,2521,completed
56,rigid,23432,23432,25776,0,2344,2344,completed
57,rigid,23432,23432,26485,0,3053,3053,completed
58,rigid,23432,23432,25228,0,1796,1796,completed
59,rigid,23691,23691,26026,0,2335,2335,completed
60,rigid,25696,25696,28777,0,3081,3081,completed
61,rigid,25696,25696,28680,0,2984,2984,completed
62,rigid,25697,25697,27654,0,1957,1957,completed
63,rigid,25697,25697,28137,0,2440,2440,completed
64,rigid,26305,26305,28267,0,1962,1962,completed
65,rigid,26305,26305,28276,0,1971,1971,completed
66,rigid,26307,26307,28059,0,1752,1752,completed
67,rigid,26759,26759,29629,0,2870,2870,completed
68,rigid,27398,27398,28222,0,824,824,completed
69,rigid,27398,27398,28254,0,856,856,completed
70,rigid,27398,27398,28917,0,1519,1519,completed
71,rigid,29927,29927,31682,0,1755,1755,completed
72,rigid,29938,29938,31734,0,1796,1796,completed
73,rigid,31698,31698,32382,0,684,684,completed
74,rigid,31715,31715,44475,0,12760,12760,completed
75,rigid,32062,32062,32737,0,675,675,completed
76,rigid,32074,32074,34365,0,2291,2291,completed
77,rigid,32074,32074,34072,0,1998,1998,completed
78,rigid,32597,32597,33456,0,859,859,completed
79,rigid,32597,32597,33452,0,855,855,completed
80,rigid,32597,32597,33462,0,865,865,completed
81,rigid,32597,32597,33162,0,565,565,completed
82,rigid,32614,32614,33067,0,453,453,completed
83,rigid,32777,32777,34935,0,2158,2158,completed
84,rigid,35225,35225,73949,0,38724,38724,completed
85,rigid,35431,35431,118260,0,82829,82829,completed
86,rigid,36378,36378,38729,0,2351,2351,completed
87,rigid,36379,36379,38554,0,2175,2175,completed
88,rigid,36379,36379,38203,0,1824,1824,completed
89,rigid,36379,36379,37997,0,1618,1618,completed
90,rigid,36498,36498,38030,0,1532,1532,completed
91,rigid,36794,36794,38503,0,1709,1709,completed
92,rigid,37840,37840,39615,0,1775,1775,completed
93,rigid,37841,37841,39450,0,1609,1609,completed
94,rigid,37841,37841,39179,0,1338,1338,completed
95,rigid,38100,38100,39683,0,1583,1583,completed
96,rigid,38150,38150,38557,0,407,407,completed
97,rigid,38577,38577,39665,0,1088,1088,completed
98,rigid,38641,38641,40557,0,1916,1916,completed
99,rigid,38641,38641,40146,0,1505,1505,completed
100,rigid,39456,39456,40309,0,853,853,completed
101,rigid,39458,39458,40553,0,1095,1095,completed
102,rigid,40096,40096,40553,0,457,457,completed
103,rigid,40463,40463,42079,0,1616,1616,completed
104,rigid,41633,41633,97352,0,55719,55719,completed
105,rigid,44322,44322,44667,0,345,345,completed
106,rigid,44337,44337,62943,0,18606,18606,completed
107,rigid,44930,44930,47046,0,2116,2116,completed
108,rigid,44930,44930,46595,0,1665,1665,completed
109,rigid,45851,45851,46953,0,1102,1102,completed
110,rigid,46222,46222,48579,0,2357,2357,completed
111,rigid,46224,46224,48839,0,2615,2615,completed
112,rigid,46226,46226,48679,0,2453,2453,completed
113,rigid,46226,46226,48425,0,2199,2199,completed
114,rigid,46226,46226,48848,0,2622,2622,completed
115,rigid,46239,46239,46677,0,438,438,completed
116,rigid,47021,47021,49099,0,2078,2078,completed
117,rigid,47022,47022,48998,0,1976,1976,completed
118,rigid,47022,47022,48873,0,1851,1851,completed
119,rigid,47022,47022,48780,0,1758,1758,completed
120,rigid,47113,47113,48983,0,1870,1870,completed
121,rigid,47968,47968,50467,0,2499,2499,completed
122,rigid,48081,48081,50576,0,2495,2495,completed
123,rigid,48247,48247,50989,0,2742,2742,completed
124,rigid,48247,48247,50381,0,2134,2134,completed
125,rigid,48247,48247,50699,0,2452,2452,completed
126,rigid,48722,48722,50795,0,2073,2073,completed
127,rigid,49890,49890,52018,0,2128,2128,completed
128,rigid,49890,49890,52651,0,2761,2761,completed
129,rigid,50340,50340,52699,0,2359,2359,completed
130,rigid,50340,50340,52517,0,2177,2177,completed
131,rigid,50340,50340,52508,0,2168,2168,completed
132,rigid,50340,50340,52260,0,1920,1920,completed
133,rigid,50340,50340,52558,0,2218,2218,completed
134,rigid,50599,50599,51635,0,1036,1036,completed
135,rigid,50683,50683,52820,0,2137,2137,completed
136,rigid,50683,50683,52632,0,1949,1949,completed
137,rigid,50785,50785,53130,0,2345,2345,completed
138,rigid,51344,51344,53146,0,1802,1802,completed
139,rigid,51563,51563,53444,0,1881,1881,completed
140,rigid,51804,51804,54005,0,2201,2201,completed
141,rigid,52239,52239,53106,0,867,867,completed
142,rigid,52300,52300,54174,0,1874,1874,completed
143,rigid,52453,52453,54427,0,1974,1974,completed
144,rigid,52510,52510,52958,0,448,448,completed
145,rigid,52622,52622,53341,0,719,719,completed
146,rigid,53107,53107,54891,0,1784,1784,completed
147,rigid,53107,53107,54556,0,1449,1449,completed
148,rigid,53107,53107,54918,0,1811,1811,completed
149,rigid,53462,53462,54123,0,661,661,completed
150,rigid,54057,54057,56323,0,2266,2266,completed
151,rigid,54058,54058,56398,0,2340,2340,completed
152,rigid,54803,54803,57279,0,2476,2476,completed
153,rigid,54803,54803,57046,0,2243,2243,completed
154,rigid,55476,55476,56179,0,703,703,completed
155,rigid,56277,56277,74358,0,18081,18081,completed
156,rigid,56699,56699,57832,0,1133,1133,completed
157,rigid,56700,56700,58404,0,1704,1704,completed
158,rigid,56700,56700,57421,0,721,721,completed
159,rigid,56759,56759,64638,0,7879,7879,completed
160,rigid,58127,58127,60290,0,2163,2163,completed
161,rigid,58422,58422,60221,0,1799,1799,completed
162,rigid,58564,58564,60164,0,1600,1600,completed
163,rigid,58974,58974,60874,0,1900,1900,completed
164,rigid,58977,58977,60598,0,1621,1621,completed
165,rigid,59181,59181,71801,0,12620,12620,completed
166,rigid,59471,59471,61408,0,1937,1937,completed
167,rigid,59471,59471,62074,0,2603,2603,completed
168,rigid,59471,59471,61151,0,1680,1680,completed
169,rigid,60371,60371,60816,0,445,445,completed
170,rigid,60904,60904,61329,0,425,425,completed
171,rigid,60923,60923,62737,0,1814,1814,completed
172,rigid,61393,61393,63720,0,2327,2327,completed
173,rigid,61393,61393,63550,0,2157,2157,completed
174,rigid,62995,62995,149404,0,86409,86409,completed
175,rigid,63605,63605,63921,0,316,316,completed
176,rigid,63802,63802,65787,0,1985,1985,completed
177,rigid,64663,64663,66858,0,2195,2195,completed
178,rigid,64663,64663,67209,0,2546,2546,completed
179,rigid,65026,65026,67640,0,2614,2614,completed
180,rigid,65026,65026,67258,0,2232,2232,completed
181,rigid,65026,65026,68129,0,3103,3103,completed
182,rigid,65026,65026,67045,0,2019,2019,completed
183,rigid,65026,65026,67762,0,2736,2736,completed
184,rigid,65158,65158,67210,0,2052,2052,completed
185,rigid,65158,65158,67561,0,2403,2403,completed
186,rigid,65158,65158,67519,0,2361,2361,completed
187,rigid,65158,65158,67967,0,2809,2809,completed
188,rigid,65843,65843,66942,0,1099,1099,completed
189,rigid,66069,66069,68359,0,2290,2290,completed
190,rigid,66069,66069,68229,0,2160,2160,completed
191,rigid,66070,66070,68546,0,2476,2476,completed
192,rigid,66070,66070,68253,0,2183,2183,completed
193,rigid,67856,67856,69373,0,1517,1517,completed
194,rigid,67861,67861,68433,0,572,572,completed
195,rigid,67861,67861,68946,0,1085,1085,completed
196,rigid,68080,68080,70376,0,2296,2296,completed
197,rigid,68082,68082,70268,0,2186,2186,completed
198,rigid,68082,68082,70635,0,2553,2553,completed
199,rigid,68500,68500,70832,0,2332,2332,completed
200,rigid,68500,68500,70557,0,2057,2057,completed
201,rigid,68840,68840,70982,0,2142,2142,completed
202,rigid,68840,68840,71028,0,2188,2188,completed
203,rigid,68840,68840,71376,0,2536,2536,completed
204,rigid,68842,68842,71102,0,2260,2260,completed
205,rigid,69039,69039,72637,0,3598,3598,completed
206,rigid,69215,69215,112422,0,43207,43207,completed
207,rigid,70201,70201,70701,0,500,500,completed
208,rigid,70483,70483,71232,0,749,749,completed
209,rigid,70483,70483,70991,0,508,508,completed
210,rigid,70528,70528,72714,0,2186,2186,completed
211,rigid,70528,70528,72520,0,1992,1992,completed
212,rigid,70528,70528,72889,0,2361,2361,completed
213,rigid,71107,71107,73340,0,2233,2233,completed
214,rigid,71107,71107,72928,0,1821,1821,completed
215,rigid,71107,71107,73065,0,1958,1958,completed
216,rigid,71258,71258,73420,0,2162,2162,completed
217,moldable,71527,71527,93974,0,22447,22447,completed
218,moldable,71527,71527,95155.5,0,23628.5,23628.5,completed
219,moldable,71527,71527,92565,0,21038,21038,completed
220,rigid,72730,72730,74574,0,1844,1844,completed
221,rigid,72732,72732,74288,0,1556,1556,completed
222,rigid,73230,73230,74956,0,1726,1726,completed
223,rigid,73425,73425,159853,0,86428,86428,completed
224,rigid,73922,73922,76036,0,2114,2114,completed
225,rigid,74070,74070,75655,0,1585,1585,completed
226,rigid,74070,74070,76206,0,2136,2136,completed
227,rigid,74070,74070,75541,0,1471,1471,completed
228,rigid,74070,74070,76383,0,2313,2313,completed
229,rigid,74098,74098,75837,0,1739,1739,completed
230,rigid,74516,74516,76752,0,2236,2236,completed
231,rigid,74516,74516,77188,0,2672,2672,completed
232,rigid,74910,74910,75787,0,877,877,completed
233,rigid,76186,76186,77952,0,1766,1766,completed
234,rigid,76186,76186,78666,0,2480,2480,completed
235,rigid,76186,76186,78084,0,1898,1898,completed
236,rigid,76348,76348,80791,0,4443,4443,completed
237,rigid,76483,76483,76951,0,468,468,completed
238,rigid,76619,76619,81082,0,4463,4463,completed
239,rigid,76708,76708,78678,0,1970,1970,completed
240,rigid,76708,76708,78032,0,1324,1324,completed
241,rigid,79003,79003,80756,0,1753,1753,completed
242,rigid,79003,79003,79992,0,989,989,completed
243,rigid,79663,79663,81304,0,1641,1641,completed
244,rigid,80114,80114,80747,0,633,633,completed
245,rigid,81034,81034,81448,0,414,414,completed
246,rigid,82735,82735,83397,0,662,662,completed
247,rigid,82856,82856,84451,0,1595,1595,completed
248,rigid,82990,82990,100984,0,17994,17994,completed
249,rigid,83254,83254,84944,0,1690,1690,completed
250,rigid,84477,84477,86291,0,1814,1814,completed
251,rigid,84582,84582,86257,0,1675,1675,completed
252,rigid,84582,84582,86797,0,2215,2215,completed
253,rigid,84582,84582,86231,0,1649,1649,completed
254,rigid,84899,84899,85348,0,449,449,completed
255,rigid,84924,84924,85881,0,957,957,completed
256,rigid,85985,85985,86492,0,507,507,completed
257,rigid,87019,87019,94187,0,7168,7168,completed
258,rigid,87019,87019,91087,0,4068,4068,completed
259,rigid,87046,87046,88744,0,1698,1698,completed
260,rigid,87276,87276,87890,0,614,614,completed
261,rigid,87631,87631,89449,0,1818,1818,completed
262,rigid,87633,87633,89337,0,1704,1704,completed
263,rigid,88052,88052,90451,0,2399,2399,completed
264,rigid,88400,88400,90414,0,2014,2014,completed
265,rigid,88402,88402,90952,0,2550,2550,completed
266,rigid,88402,88402,90355,0,1953,1953,completed
267,rigid,89438,89438,90084,0,646,646,completed
268,rigid,89489,89489,91295,0,1806,1806,completed
269,rigid,89489,89489,91268,0,1779,1779,completed
270,rigid,89657,89657,91477,0,1820,1820,completed
271,rigid,89657,89657,91738,0,2081,2081,completed
272,rigid,90069,90069,92082,0,2013,2013,completed
273,rigid,90069,90069,91903,0,1834,1834,completed
274,rigid,90069,90069,92160,0,2091,2091,completed
